date,positive_AL,negative_AL,death_AL,positiveIncrease_AL,negativeIncrease_AL,deathIncrease_AL,hospitalizedIncrease_AL,positive_AK,negative_AK,death_AK,positiveIncrease_AK,negativeIncrease_AK,deathIncrease_AK,hospitalizedIncrease_AK,positive_AZ,negative_AZ,death_AZ,positiveIncrease_AZ,negativeIncrease_AZ,deathIncrease_AZ,hospitalizedIncrease_AZ,positive_AR,negative_AR,death_AR,positiveIncrease_AR,negativeIncrease_AR,deathIncrease_AR,hospitalizedIncrease_AR,positive_CA,negative_CA,death_CA,positiveIncrease_CA,negativeIncrease_CA,deathIncrease_CA,hospitalizedIncrease_CA,positive_CO,negative_CO,death_CO,positiveIncrease_CO,negativeIncrease_CO,deathIncrease_CO,hospitalizedIncrease_CO,positive_CT,negative_CT,death_CT,positiveIncrease_CT,negativeIncrease_CT,deathIncrease_CT,hospitalizedIncrease_CT,positive_DC,negative_DC,death_DC,positiveIncrease_DC,negativeIncrease_DC,deathIncrease_DC,hospitalizedIncrease_DC,positive_DE,negative_DE,death_DE,positiveIncrease_DE,negativeIncrease_DE,deathIncrease_DE,hospitalizedIncrease_DE,positive_FL,negative_FL,death_FL,positiveIncrease_FL,negativeIncrease_FL,deathIncrease_FL,hospitalizedIncrease_FL,positive_GA,negative_GA,death_GA,positiveIncrease_GA,negativeIncrease_GA,deathIncrease_GA,hospitalizedIncrease_GA,positive_HI,negative_HI,death_HI,positiveIncrease_HI,negativeIncrease_HI,deathIncrease_HI,hospitalizedIncrease_HI,positive_ID,negative_ID,death_ID,positiveIncrease_ID,negativeIncrease_ID,deathIncrease_ID,hospitalizedIncrease_ID,positive_IL,negative_IL,death_IL,positiveIncrease_IL,negativeIncrease_IL,deathIncrease_IL,hospitalizedIncrease_IL,positive_IN,negative_IN,death_IN,positiveIncrease_IN,negativeIncrease_IN,deathIncrease_IN,hospitalizedIncrease_IN,positive_IA,negative_IA,death_IA,positiveIncrease_IA,negativeIncrease_IA,deathIncrease_IA,hospitalizedIncrease_IA,positive_KS,negative_KS,death_KS,positiveIncrease_KS,negativeIncrease_KS,deathIncrease_KS,hospitalizedIncrease_KS,positive_KY,negative_KY,death_KY,positiveIncrease_KY,negativeIncrease_KY,deathIncrease_KY,hospitalizedIncrease_KY,positive_LA,negative_LA,death_LA,positiveIncrease_LA,negativeIncrease_LA,deathIncrease_LA,hospitalizedIncrease_LA,positive_ME,negative_ME,death_ME,positiveIncrease_ME,negativeIncrease_ME,deathIncrease_ME,hospitalizedIncrease_ME,positive_MD,negative_MD,death_MD,positiveIncrease_MD,negativeIncrease_MD,deathIncrease_MD,hospitalizedIncrease_MD,positive_MA,negative_MA,death_MA,positiveIncrease_MA,negativeIncrease_MA,deathIncrease_MA,hospitalizedIncrease_MA,positive_MI,negative_MI,death_MI,positiveIncrease_MI,negativeIncrease_MI,deathIncrease_MI,hospitalizedIncrease_MI,positive_MN,negative_MN,death_MN,positiveIncrease_MN,negativeIncrease_MN,deathIncrease_MN,hospitalizedIncrease_MN,positive_MS,negative_MS,death_MS,positiveIncrease_MS,negativeIncrease_MS,deathIncrease_MS,hospitalizedIncrease_MS,positive_MO,negative_MO,death_MO,positiveIncrease_MO,negativeIncrease_MO,deathIncrease_MO,hospitalizedIncrease_MO,positive_MT,negative_MT,death_MT,positiveIncrease_MT,negativeIncrease_MT,deathIncrease_MT,hospitalizedIncrease_MT,positive_NE,negative_NE,death_NE,positiveIncrease_NE,negativeIncrease_NE,deathIncrease_NE,hospitalizedIncrease_NE,positive_NV,negative_NV,death_NV,positiveIncrease_NV,negativeIncrease_NV,deathIncrease_NV,hospitalizedIncrease_NV,positive_NH,negative_NH,death_NH,positiveIncrease_NH,negativeIncrease_NH,deathIncrease_NH,hospitalizedIncrease_NH,positive_NJ,negative_NJ,death_NJ,positiveIncrease_NJ,negativeIncrease_NJ,deathIncrease_NJ,hospitalizedIncrease_NJ,positive_NM,negative_NM,death_NM,positiveIncrease_NM,negativeIncrease_NM,deathIncrease_NM,hospitalizedIncrease_NM,positive_NY,negative_NY,death_NY,positiveIncrease_NY,negativeIncrease_NY,deathIncrease_NY,hospitalizedIncrease_NY,positive_NC,negative_NC,death_NC,positiveIncrease_NC,negativeIncrease_NC,deathIncrease_NC,hospitalizedIncrease_NC,positive_ND,negative_ND,death_ND,positiveIncrease_ND,negativeIncrease_ND,deathIncrease_ND,hospitalizedIncrease_ND,positive_OH,negative_OH,death_OH,positiveIncrease_OH,negativeIncrease_OH,deathIncrease_OH,hospitalizedIncrease_OH,positive_OK,negative_OK,death_OK,positiveIncrease_OK,negativeIncrease_OK,deathIncrease_OK,hospitalizedIncrease_OK,positive_OR,negative_OR,death_OR,positiveIncrease_OR,negativeIncrease_OR,deathIncrease_OR,hospitalizedIncrease_OR,positive_PA,negative_PA,death_PA,positiveIncrease_PA,negativeIncrease_PA,deathIncrease_PA,hospitalizedIncrease_PA,positive_RI,negative_RI,death_RI,positiveIncrease_RI,negativeIncrease_RI,deathIncrease_RI,hospitalizedIncrease_RI,positive_SC,negative_SC,death_SC,positiveIncrease_SC,negativeIncrease_SC,deathIncrease_SC,hospitalizedIncrease_SC,positive_SD,negative_SD,death_SD,positiveIncrease_SD,negativeIncrease_SD,deathIncrease_SD,hospitalizedIncrease_SD,positive_TN,negative_TN,death_TN,positiveIncrease_TN,negativeIncrease_TN,deathIncrease_TN,hospitalizedIncrease_TN,positive_TX,negative_TX,death_TX,positiveIncrease_TX,negativeIncrease_TX,deathIncrease_TX,hospitalizedIncrease_TX,positive_UT,negative_UT,death_UT,positiveIncrease_UT,negativeIncrease_UT,deathIncrease_UT,hospitalizedIncrease_UT,positive_VT,negative_VT,death_VT,positiveIncrease_VT,negativeIncrease_VT,deathIncrease_VT,hospitalizedIncrease_VT,positive_VA,negative_VA,death_VA,positiveIncrease_VA,negativeIncrease_VA,deathIncrease_VA,hospitalizedIncrease_VA,positive_WA,negative_WA,death_WA,positiveIncrease_WA,negativeIncrease_WA,deathIncrease_WA,hospitalizedIncrease_WA,positive_WV,negative_WV,death_WV,positiveIncrease_WV,negativeIncrease_WV,deathIncrease_WV,hospitalizedIncrease_WV,positive_WI,negative_WI,death_WI,positiveIncrease_WI,negativeIncrease_WI,deathIncrease_WI,hospitalizedIncrease_WI,positive_WY,negative_WY,death_WY,positiveIncrease_WY,negativeIncrease_WY,deathIncrease_WY,hospitalizedIncrease_WY
5/4/2020,8025,95092,296,300,10317,6,29,370,21353,9,2,143,0,0,8919,76334,362,279,3855,0,46,3458,50984,81,27,1525,5,11,54937,692937,2254,1321,30802,39,0,16907,68097,851,272,1642,9,39,29287,73206,2495,0,0,59,0,5170,18625,258,154,539,7,0,5288,18822,255,80,293,9,0,35609,407373,1423,768,15262,20,85,29368,153957,1222,766,7463,45,133,620,33246,17,0,916,1,1,2061,27746,64,0,0,1,0,63840,269307,2662,2341,11493,44,0,20507,92790,1264,574,3864,18,0,9703,47458,188,534,3441,4,0,5245,33358,136,215,1610,2,6,5130,53279,253,251,509,5,108,29673,151258,2064,333,4438,95,0,1205,19546,57,20,0,0,3,26408,110587,1424,946,3255,52,148,69087,255181,4090,1000,8622,86,115,49809,202671,4722,780,7310,81,0,10235,86677,428,824,3244,9,72,7877,71800,310,327,1757,7,18,8754,82697,358,368,8107,6,0,457,14631,16,2,79,0,1,5910,27844,78,584,1908,2,0,5491,40675,292,68,832,5,0,2588,24282,86,159,-1682,2,9,128269,148951,9442,1525,629,62,0,4031,77689,156,181,3562,5,80,318953,688357,19415,2538,18861,226,608,11848,134591,430,184,2420,8,0,1225,33529,25,34,1367,0,4,20474,134681,1056,560,4429,18,40,4044,59804,238,72,0,0,10,2759,60698,109,79,1324,0,10,50092,195498,2458,825,4124,14,0,9994,56802,341,291,1569,21,48,6626,57562,275,0,0,0,0,2668,16045,21,37,259,0,14,13571,197872,219,394,6442,9,8,32332,375066,884,784,16054,17,0,5317,122950,50,142,3075,0,5,901,14049,52,5,315,0,0,19492,92801,684,821,3470,24,108,16518,219647,834,386,5979,4,0,1206,52033,50,15,1586,0,0,9538,80467,340,311,2470,1,13,596,9868,7,10,228,0,0
5/5/2020,8285,98481,313,260,3389,17,43,371,22321,9,1,968,0,1,9305,78955,395,386,2621,33,57,3496,51139,83,38,155,2,15,56212,723690,2317,1275,30753,63,0,17364,68612,903,457,515,52,81,30621,78022,2633,1334,4816,138,0,5322,19007,264,152,382,6,0,5371,19309,266,83,487,11,0,36183,428252,1536,574,20879,113,217,29711,171172,1288,343,17215,66,108,621,33378,17,1,132,0,0,2106,28202,64,45,456,0,1,65962,280324,2838,2122,11017,176,0,21033,94801,1326,526,2011,62,0,10111,50458,207,408,3000,19,0,5458,34634,137,213,1276,1,13,5245,54802,261,115,1523,8,10,29996,158235,2115,323,6977,51,0,1226,19546,61,21,0,4,1,27117,112986,1476,709,2399,52,138,70271,263078,4212,1184,7897,122,209,50497,213091,4781,688,10420,59,0,10876,89202,455,641,2525,27,79,8207,72101,342,330,301,32,36,8916,86150,377,162,3453,19,0,456,14816,16,-1,185,0,0,6083,28526,78,173,682,0,0,5594,42290,297,103,1615,5,0,2588,24282,86,0,0,0,0,130593,157030,9783,2324,8079,341,0,4138,79113,162,107,1424,6,20,321192,707707,19645,2239,19350,230,542,12256,139544,452,408,4953,22,0,1266,35155,25,41,1626,0,1,20969,139766,1135,495,5085,79,147,4127,75290,247,83,15486,9,20,2839,62585,113,80,1887,4,14,50957,199925,3012,865,4427,554,0,10297,58781,355,303,1979,14,31,6757,61014,283,131,3452,8,0,2721,16301,24,53,256,3,9,13690,205172,226,119,7300,7,13,33369,393841,906,1037,18775,22,0,5449,125742,56,132,2792,6,15,906,14217,52,5,168,0,0,20256,93452,713,764,651,29,73,16776,225514,841,258,5867,7,0,1238,53585,50,32,1552,0,0,9896,83967,353,358,3500,13,42,604,10319,7,8,451,0,0
5/6/2020,8581,100935,340,296,2454,27,51,372,23283,10,1,962,1,1,9707,82030,426,402,3075,31,52,3568,55435,85,72,4296,2,0,58815,750221,2412,2603,26531,95,0,17830,73517,921,466,4905,18,67,30995,80452,2718,374,2430,85,0,5461,19523,277,139,516,13,0,5778,20690,269,407,1381,3,0,36764,442049,1605,581,13797,69,230,30696,173441,1311,985,2269,23,131,625,34574,17,4,1196,0,0,2127,28418,65,21,216,1,2,68232,293028,2974,2270,12704,136,0,21870,98626,1377,837,3825,51,0,10404,52767,219,293,2309,12,0,5734,36380,144,276,1746,7,5,5822,55192,275,577,390,14,74,30399,164273,2115,403,6038,0,0,1254,22092,62,28,2546,1,4,28163,115849,1520,1046,2863,44,160,72025,267614,4420,1754,4536,208,249,51131,224563,4839,634,11472,58,0,11510,93047,485,634,3845,30,55,8424,72101,374,217,0,32,40,9102,91645,396,186,5495,19,0,456,19248,16,0,4432,0,0,6438,29690,82,355,1164,4,0,5663,43612,311,69,1322,14,0,2636,25097,92,48,815,6,9,131890,157030,10104,1297,0,321,0,4291,81393,169,153,2280,7,0,323978,731943,19877,2786,24236,232,652,12758,151724,477,502,12180,25,0,1322,37309,31,56,2154,6,2,21576,147353,1225,607,7587,90,96,4201,78689,253,74,3399,6,0,2916,65060,115,77,2475,2,19,51845,204495,3106,888,4570,94,0,10639,60718,370,342,1937,15,31,6936,70546,305,179,9532,22,42,2779,16637,29,58,336,5,10,13938,213163,239,248,7991,13,65,34422,404516,948,1053,10675,42,0,5595,129735,58,146,3993,2,8,909,14425,52,3,208,0,0,20256,93452,713,0,0,0,73,17065,231637,862,289,6123,21,0,1248,54536,50,10,951,0,0,10262,87826,362,366,3859,9,31,631,11403,7,27,1084,0,0
5/7/2020,8898,106275,349,317,5340,9,20,374,23967,10,2,684,0,0,9945,86489,450,238,4459,24,48,3611,56384,87,43,949,2,9,60614,782260,2504,1799,32039,92,0,18371,75735,944,541,2218,23,571,31784,84390,2797,789,3938,79,1631,5654,20202,285,193,679,8,0,5939,21387,285,161,697,16,0,37389,454122,1667,625,12073,62,214,31439,185864,1336,743,12423,25,70,626,34915,17,1,341,0,1,2158,28732,66,31,314,1,2,70873,308170,3111,2641,15142,137,0,22503,102279,1414,633,3653,37,0,11059,55368,231,655,2601,12,0,6144,38678,147,410,2298,3,16,5934,72672,283,112,17480,8,13,30652,170115,2208,253,5842,93,0,1330,22092,62,76,0,0,1,29374,119226,1580,1211,3377,60,166,73721,277911,4552,1696,10297,132,157,51731,236184,4925,600,11621,86,0,12328,97244,508,818,4197,23,54,8686,72101,396,262,0,22,50,9341,94281,418,239,2636,22,0,456,19791,16,0,543,0,0,6771,30987,86,333,1297,4,0,5766,45591,320,103,1979,9,0,2740,26066,111,104,969,19,12,133635,159023,10368,1745,1993,264,0,4493,84539,172,202,3146,3,73,327469,762447,20828,3491,30504,951,627,13397,157931,507,639,6207,30,0,1371,39496,31,49,2187,0,5,22131,153928,1271,555,6575,46,88,4330,82557,260,129,3868,7,32,2989,67469,121,73,2409,6,4,52915,209873,3416,1070,5378,310,0,10910,62647,388,271,1929,18,30,6936,70546,305,0,0,0,0,2905,17209,31,126,572,2,6,14096,222232,237,158,9069,-2,45,35390,419772,973,968,15256,25,0,5724,134050,61,129,4315,3,12,914,14817,53,5,392,1,0,21570,101582,769,1314,8130,56,182,17330,236886,870,265,5249,8,0,1287,56234,51,39,1698,1,0,10621,93035,374,359,5209,12,38,635,11403,7,4,0,0,-1
5/8/2020,9221,110893,375,323,4618,26,29,377,25096,10,3,1129,0,0,10526,90599,517,581,4110,67,58,3694,60300,88,83,3916,1,4,62512,812760,2585,1898,30500,81,0,18827,77945,960,456,2210,16,43,32411,88130,2874,627,3740,77,0,5899,21216,304,245,1014,19,0,6111,22153,297,172,766,12,0,37733,474142,1738,344,20020,71,167,32106,195461,1377,667,9597,41,100,629,35989,17,3,1074,0,0,2178,29092,67,20,360,1,1,73760,325954,3241,2887,17784,130,0,23146,106982,1447,643,4703,33,4389,11457,58804,243,398,3436,12,0,6501,41207,152,357,2529,5,21,6129,75272,294,195,2600,11,68,30855,171561,2227,203,1446,19,0,1374,22092,63,44,0,1,2,30485,121702,1643,1111,2476,63,148,75333,290690,4702,1612,12779,150,197,52349,248142,4987,618,11958,62,0,13040,101408,534,712,4164,26,90,9090,72101,409,404,0,13,36,9489,99232,449,148,4951,31,0,458,20487,16,2,696,0,0,7190,33222,90,419,2235,4,0,5884,47460,328,118,1869,8,0,2843,27829,114,103,1763,3,1,135454,163305,10538,1819,4282,170,0,4673,88589,181,180,4050,9,29,330407,791136,21045,2938,28689,217,533,13868,164745,527,471,6814,20,0,1424,41076,33,53,1580,2,2,23016,161300,1306,885,7372,35,78,4424,85433,266,94,2876,6,0,3068,69625,124,79,2156,3,14,54238,216321,3616,1323,6448,200,0,11141,64338,399,231,1691,11,34,7142,66300,316,206,-4246,11,0,3144,18149,31,239,940,0,11,14441,229137,241,345,6905,4,33,36609,440509,1004,1219,20737,31,0,5919,138219,61,195,4169,0,12,916,15342,53,2,525,0,0,22342,107603,812,772,6021,43,104,17583,242729,891,253,5843,21,0,1310,58126,51,23,1892,0,0,11030,97265,384,409,4230,10,35,644,11403,7,9,0,0,1
5/9/2020,9567,115927,388,346,5034,13,21,378,26071,10,1,975,0,0,10960,94850,532,434,4251,15,36,3747,61781,88,53,1481,0,5,64561,848009,2678,2049,35249,93,0,19375,84374,967,548,6429,7,23,32984,90585,2932,573,2455,58,0,6102,22081,311,203,865,7,0,6277,23019,301,166,866,4,0,38498,487730,1785,765,13588,47,168,32532,202792,1400,426,7331,23,52,629,35633,17,0,-356,0,7,2205,29601,67,27,509,0,0,76085,340246,3349,2325,14292,108,0,23732,111954,1490,586,4972,43,0,11671,59805,252,214,1001,9,0,6751,43182,157,250,1975,5,27,6288,80159,298,159,4887,4,12,31417,180740,2267,562,9179,40,0,1408,22092,64,34,0,1,4,31534,124494,1692,1049,2792,49,121,76743,299794,4840,1410,9104,138,117,52732,259265,5036,383,11123,49,0,13321,106040,558,281,4632,24,63,9378,72101,421,288,0,12,34,9666,99232,472,177,0,23,0,458,20871,16,0,384,0,0,7831,35145,92,641,1923,2,0,6028,50083,334,144,2623,6,0,2947,29351,121,104,1522,7,1,137085,168121,10715,1631,4816,177,0,4778,92275,191,105,3686,10,0,333122,820646,21271,2715,29510,226,555,14360,172002,544,492,7257,17,0,1464,42469,35,40,1393,2,6,23697,172973,1331,681,11673,25,82,4490,91379,270,66,5946,4,17,3160,71460,127,92,1835,3,3,55316,221791,3688,1078,5470,72,0,11427,66604,418,286,2266,19,31,7531,73432,330,389,7132,14,100,3393,19559,34,249,1410,3,6,14768,237980,242,327,8843,1,20,37860,451434,1049,1251,10925,45,0,6103,142200,66,184,3981,5,10,918,15802,53,2,460,0,0,23196,113953,827,854,6350,15,105,17711,245109,905,128,2380,14,0,1335,59662,53,25,1536,2,0,11402,101935,398,372,4670,14,39,653,11403,7,9,0,0,4
5/10/2020,9777,117644,393,210,1717,5,12,379,26985,10,1,914,0,0,11119,99258,536,159,4408,4,35,3747,61781,88,0,0,0,0,66680,888984,2745,2119,40975,67,0,19703,88891,971,328,4517,4,8,33554,96638,2967,570,6053,35,0,6272,23298,323,170,1217,12,0,6447,24592,312,170,1573,11,0,39179,498352,1791,681,10622,6,79,33441,210106,1405,909,7314,5,10,631,36639,17,2,1006,0,0,2230,29912,67,25,311,0,1,77741,352243,3406,1656,11997,57,0,24126,115903,1508,394,3949,18,0,11959,62215,265,288,2410,13,0,6948,45557,157,197,2375,0,22,6440,80483,304,152,324,6,61,31600,184272,2286,183,3532,19,0,1436,22092,64,28,0,0,1,32587,127344,1739,1053,2850,47,23,77793,310596,4979,1050,10802,139,66,53033,267417,5081,301,8152,45,0,13552,111109,578,231,5069,20,45,9501,72101,430,123,0,9,19,9844,105702,482,178,6470,10,0,458,21246,16,0,375,0,0,8234,37335,96,403,2190,4,0,6098,52711,339,70,2628,5,0,3011,30442,131,64,1091,10,4,138532,173915,10866,1447,5794,151,0,4863,97635,200,85,5360,9,0,335395,847603,21478,2273,26957,207,476,14764,177371,547,404,5369,3,0,1490,43378,35,26,909,0,0,24081,180781,1341,384,7808,10,51,4589,91379,272,99,0,2,4,3228,72279,127,68,819,0,8,56611,227772,3707,1295,5981,19,0,11613,68106,422,186,1502,4,33,7653,76804,331,122,3372,1,0,3517,20377,34,124,818,0,8,14985,246884,243,217,8904,1,6,38869,462907,1088,1009,11473,39,0,6251,144671,67,148,2471,1,14,926,16256,53,8,454,0,0,24081,118974,839,885,5021,12,47,17773,246823,921,62,1714,16,0,1360,61284,54,25,1622,1,0,11694,105163,400,292,3228,2,14,662,11403,7,9,0,0,1
5/11/2020,10009,119435,401,232,1791,8,16,381,28299,10,2,1314,0,0,11380,105084,542,261,5826,6,41,4034,64996,94,287,3215,6,9,67939,923958,2770,1259,34974,25,0,19879,88778,987,176,-113,16,32,33765,98743,3008,211,2105,41,0,6389,23872,328,117,574,5,0,6565,25363,324,118,771,12,0,39562,520075,1805,383,21723,14,54,33927,217361,1441,486,7255,36,18,632,37051,17,1,412,0,0,2230,29912,67,0,0,0,0,79007,363418,3459,1266,11175,53,0,24627,122061,1540,501,6158,32,0,12373,65419,271,414,3204,6,0,7116,46993,158,168,1436,1,3,6440,80483,304,0,0,0,0,31815,189015,2308,215,4743,22,0,1462,22092,65,26,0,1,1,33373,131407,1788,786,4063,49,228,78462,316266,5108,669,5670,129,115,54004,278293,5139,971,10876,58,0,14379,115585,591,827,4476,13,59,9674,86211,435,173,14110,5,15,9918,105702,488,74,0,6,0,459,22113,16,1,867,0,0,8315,37924,98,81,589,2,0,6152,53932,344,54,1221,5,0,3160,31723,133,149,1281,2,5,139945,285988,10926,1413,112073,60,0,5069,101652,208,206,4017,8,97,337055,867595,21640,1660,19992,162,433,15045,180820,550,281,3449,3,0,1516,45496,36,26,2118,1,5,24777,185753,1357,696,4972,16,62,4613,91379,274,24,0,2,2,3286,74320,130,58,2041,3,3,57154,231704,3731,543,3932,24,0,11788,69365,430,175,1259,8,29,7653,76804,331,0,0,0,0,3614,20964,34,97,587,0,2,15544,257733,251,559,10849,8,19,39869,485828,1100,1000,22921,12,0,6362,146382,68,111,1711,1,5,926,16876,53,0,620,0,0,25070,125547,850,989,6573,11,89,18069,252725,931,296,5902,10,0,1366,62103,54,6,819,0,0,11920,108033,409,226,2870,9,26,669,11403,7,7,0,0,1
5/12/2020,10310,122908,429,301,3473,28,31,383,29578,10,2,1279,0,0,11736,111106,562,356,6022,20,42,4164,66280,95,130,1284,1,5,69382,963988,2847,1443,40030,77,0,20157,91093,1009,278,2315,22,32,34333,104091,3041,568,5348,33,0,6485,24565,336,96,693,8,0,6741,26550,334,176,1187,10,0,40168,537681,1849,606,17606,44,196,34635,227544,1461,708,10183,20,115,634,37305,17,2,254,0,0,2260,30445,70,30,533,3,3,83021,388670,3601,4014,25252,142,0,25127,125383,1578,500,3322,38,0,12912,68376,289,539,2957,18,0,7116,46993,158,0,0,0,0,6677,97347,311,237,16864,7,10,32050,195962,2347,235,6947,39,0,1477,22092,65,15,0,0,2,34061,135442,1834,688,4035,46,104,79332,322164,5141,870,5898,33,110,55641,291701,5188,1637,13408,49,0,15043,118934,614,664,3349,23,83,9908,87784,457,234,1573,22,36,10006,111290,524,88,5588,36,0,461,22574,16,2,461,0,1,8572,39371,100,257,1447,2,0,6311,57764,350,159,3832,6,0,3160,32401,133,0,678,0,0,140743,292317,11138,798,6329,212,0,5212,105077,219,143,3425,11,0,338485,886628,21845,1430,19033,205,295,15346,186898,577,301,6078,27,0,1568,46261,38,52,765,2,7,25250,192481,1436,473,6728,79,126,4732,91379,278,119,0,4,0,3286,74320,130,0,0,0,0,57991,237989,3806,837,6285,75,0,12007,70916,444,219,1551,14,27,7927,85213,355,274,8409,24,86,3663,21534,39,49,570,5,8,16111,267713,265,567,9980,14,19,41048,497124,1133,1179,11296,33,0,6432,149131,73,70,2749,5,18,927,17170,53,1,294,0,0,25800,129529,891,730,3982,41,95,18319,258581,945,250,5856,14,0,1371,63698,57,5,1595,3,0,12131,112748,418,211,4715,9,31,675,14384,7,6,2981,0,1
5/13/2020,10617,125755,449,307,2847,20,30,384,30265,10,1,687,0,0,12176,115574,594,440,4468,32,39,4164,69051,95,0,2771,0,12,71141,994451,2934,1759,30463,87,0,20475,94044,1062,318,2951,53,40,34855,108088,3125,522,3997,84,0,6584,25074,350,99,509,14,0,6952,27801,351,211,1251,17,0,40967,552361,1898,799,14680,49,181,35332,238572,1505,697,11028,44,129,635,37730,17,1,425,0,0,2293,30835,69,33,390,-1,4,84698,404661,3792,1677,15991,191,0,25473,128610,1619,346,3227,41,0,13289,72430,306,377,4054,17,0,7468,50160,164,352,3167,6,44,6853,103781,321,176,6434,10,58,32662,205242,2381,612,9280,34,0,1515,22092,66,38,0,1,2,34812,138762,1881,751,3320,47,117,80497,329535,5315,1165,7371,174,190,56458,310242,5232,817,18541,44,0,15772,125502,638,729,6568,24,52,10090,89958,465,182,2174,8,34,10142,114000,542,136,2710,18,0,462,23390,16,1,816,0,0,8692,41033,103,120,1662,3,0,6394,60278,355,83,2514,5,0,3239,33977,142,79,1576,9,1,141560,299890,11340,817,7573,202,0,5364,109647,231,152,4570,12,0,340661,918246,22013,2176,31618,168,519,15816,194641,597,470,7743,20,0,1642,47298,40,74,1037,2,5,25721,200133,1483,471,7652,47,79,4852,104275,278,120,12896,0,20,3416,80571,134,130,6251,4,5,58698,244171,3943,707,6182,137,0,12203,72840,462,196,1924,18,21,7927,85213,355,0,0,0,0,3732,22112,39,69,578,0,10,16370,276547,273,259,8834,8,25,42403,514373,1158,1355,17249,25,0,6620,153026,75,188,3895,2,18,929,17660,53,2,490,0,0,26746,134646,927,946,5117,36,125,18627,264417,962,308,5836,17,0,1398,65282,58,27,1584,1,0,12449,117111,421,318,4363,3,31,688,14384,7,13,0,0,0
5/14/2020,10968,131017,467,351,5262,18,33,389,31373,10,5,1108,0,1,12674,121664,624,498,6090,30,52,4236,71582,97,72,2531,2,12,73164,1031487,3032,2023,37036,98,0,20838,97192,1091,363,3148,29,54,35464,114098,3219,609,6010,94,1557,6736,26263,358,152,1189,8,0,7223,29634,362,271,1833,11,0,41759,565627,1948,792,13266,50,158,35858,250023,1527,526,11451,22,86,638,38243,17,3,513,0,0,2324,31430,69,31,595,0,-2,87937,424100,3928,3239,19439,136,0,26053,134186,1646,580,5576,27,0,13675,75619,318,386,3189,12,0,7468,50160,164,0,0,0,0,7080,110315,326,227,6534,5,10,33489,214099,2417,827,8857,36,0,1565,22092,69,50,0,3,3,35903,142551,1935,1091,3789,54,149,82182,342179,5482,1685,12644,167,175,57036,326657,5278,578,16415,46,0,16565,131443,663,793,5941,25,64,10483,94843,480,393,4885,15,51,10317,116793,562,175,2793,20,0,462,24087,16,0,697,0,0,9075,44266,107,383,3233,4,0,6499,62985,358,105,2707,3,0,3299,35876,150,60,1899,8,7,142704,308992,11592,1144,9102,252,0,5503,114098,242,139,4451,11,0,343051,955706,22170,2390,37460,157,446,16507,202761,615,691,8120,18,0,1709,48599,40,67,1301,0,2,26357,206995,1534,636,6862,51,100,4962,107221,284,110,2946,6,10,3479,80571,137,63,0,3,7,59636,251559,4218,938,7388,275,0,12431,74767,468,228,1927,6,23,8189,94346,371,262,9133,16,0,3792,22681,43,60,569,4,9,16699,285618,287,329,9071,14,47,43851,543462,1216,1448,29089,58,0,6749,155957,75,129,2931,0,5,930,18363,53,1,703,0,0,27813,139017,955,1067,4371,28,72,18898,270519,975,271,6102,13,0,1427,67286,60,29,2004,2,0,12869,122598,434,420,5487,13,31,701,14729,7,13,345,0,0
5/15/2020,11216,134847,476,248,3830,9,27,390,32028,10,1,655,0,1,13169,128832,651,495,7168,27,41,4463,77066,98,227,5484,1,11,74936,1058970,3108,1772,27483,76,0,21232,100608,878,394,3416,-213,53,36085,119823,3285,621,5725,66,0,6871,27468,368,135,1205,10,0,7373,30905,373,150,1271,11,0,42545,565627,1991,786,0,43,0,36681,265193,1557,823,15170,30,93,637,38139,17,-1,-104,0,0,2351,32394,72,27,964,3,0,90369,448233,4058,2432,24133,130,0,26655,138793,1691,602,4607,45,0,14049,79517,336,374,3898,18,0,7886,53706,172,418,3546,8,20,7225,114053,328,145,3738,2,52,33837,219352,2448,348,5253,31,0,1603,22092,69,38,0,0,4,36986,145840,1991,1083,3289,56,126,83421,352258,5592,1239,10079,110,107,57687,341827,5325,651,15170,47,0,17363,139773,692,798,8330,29,70,10801,96022,493,318,1179,13,45,10456,124002,576,139,7209,14,0,466,24952,16,4,865,0,0,9416,47799,113,341,3533,6,0,6614,65532,368,115,2547,10,0,3464,39148,159,165,3272,9,9,143905,319067,11789,1201,10075,197,0,5662,118796,253,159,4698,11,0,345813,992235,22304,2762,36529,134,328,17129,214418,641,622,11657,26,0,1760,49954,42,51,1355,2,1,26954,219228,1581,597,12233,47,73,5086,113106,285,124,5885,1,5,3541,85965,137,62,5394,0,6,60622,259210,4342,986,7651,124,0,12663,76467,479,232,1700,11,21,8407,101209,380,218,6863,9,83,3887,23527,44,95,846,1,6,16970,292786,290,271,7168,3,19,45198,564432,1272,1347,20970,56,0,6913,159224,77,164,3267,2,8,931,18984,53,1,621,0,0,28672,149342,977,859,10325,22,65,19161,276797,983,263,6278,8,0,1441,69495,62,14,2209,2,0,13344,128657,445,475,6059,11,38,716,15307,7,15,578,0,1
